Timestamp,Machine_ID,Temperature (°C),Pressure (Pa),Vibration (mm/s),Material_Strength (MPa),Load_Capacity (kg),Operational_State,Power_Consumption (W),Fault_Indicator
2024-01-01 00:00:00,M4,70.54697397302446,151493.76454182842,1.632913100610752,240.14196191332172,557.3013787506708,Idle,5037.0135660903925,0
2024-01-01 01:00:00,M5,73.62883311949346,146241.04474952407,2.0409977782067803,247.15844902071203,358.12467793013104,Running,5120.882632512736,1
2024-01-01 02:00:00,M3,72.40504615868356,147868.2120189723,2.2286402023076204,261.9476286187694,499.1694828837046,Running,5180.722551658861,0
2024-01-01 03:00:00,M5,71.11942012139566,155742.2285459838,2.7279111610733833,258.9464718757387,494.7090621251151,Idle,4723.666874621261,0
2024-01-01 04:00:00,M5,66.04762772277344,150566.35205268883,2.3522532699123615,236.27140548518935,477.3181806204159,Idle,4799.020561474615,0
2024-01-01 05:00:00,M2,72.35734178567998,142808.61010841318,2.3945283436877594,253.51479900352203,586.3113272817816,Maintenance,4792.381896586551,0
2024-01-01 06:00:00,M3,79.41012248237517,154596.14467287602,2.0419133139646806,230.2177475062519,455.63352705721144,Idle,5214.443436969764,1
2024-01-01 07:00:00,M3,76.7271002307749,146659.27957230504,2.705229572601752,250.4693490206037,538.589808861783,Maintenance,4938.908677652154,0
2024-01-01 08:00:00,M3,77.96593313319698,159366.48888108772,2.2048813979797486,268.9776701674598,517.8126394353042,Idle,5405.516394664944,1
2024-01-01 09:00:00,M5,67.44392161784407,155400.24032857324,1.5694560449132147,240.52107282731015,563.0759626267758,Idle,5000.675194978452,1
2024-01-01 10:00:00,M4,65.0519758987071,147763.39052170626,2.7016849850625952,241.6567695450842,466.6405457611247,Idle,4705.725230383699,0
2024-01-01 11:00:00,M3,69.37106539950176,156405.08180867558,2.348951636269514,257.6402978157286,463.351555043812,Idle,4865.516497858963,0
2024-01-01 12:00:00,M5,70.27862456144348,150339.277552637,1.7784779894357587,234.57198484790354,554.80349537387,Maintenance,5023.4752726438655,1
2024-01-01 13:00:00,M2,75.47095759235474,154263.86837561108,1.7602535163003783,243.67244970114962,521.2660654165055,Maintenance,5103.037972838696,1
2024-01-01 14:00:00,M4,61.5376768514259,152423.66408647236,2.148287772570381,255.96441137581752,422.75313266616206,Idle,4803.032454383525,1
2024-01-01 15:00:00,M2,77.64775159730307,145768.21672504564,2.2315923976337926,243.65714152310596,473.03474927683646,Idle,5113.696154361254,1
2024-01-01 16:00:00,M4,69.20996050710505,146782.2508384127,2.0986461328156034,247.64030012789027,519.3191326924031,Maintenance,5167.108551409191,0
2024-01-01 17:00:00,M5,67.8655946502629,155149.8040879058,2.1556543367214425,257.44185710315037,541.8882110773295,Running,4871.810480088934,1
2024-01-01 18:00:00,M1,64.93947812369916,148326.1233394673,2.84997868728819,254.2154608353656,466.03846734035227,Running,5393.83144241183,1
2024-01-01 19:00:00,M4,61.72571664067115,147981.75768379003,2.535771576117443,252.66818396295403,354.28720050915297,Running,4893.468195329889,1
2024-01-01 20:00:00,M2,74.11585291980957,145224.38710325325,2.095317795632512,246.60877720729962,526.1611592868517,Maintenance,4800.024385156891,1
2024-01-01 21:00:00,M5,70.36658983594202,152117.9953279673,2.4706552903837418,253.70061115268956,438.9839655028012,Maintenance,4694.155497054692,0
2024-01-01 22:00:00,M4,63.55019550129473,160312.62459621573,1.4837380482362303,248.76267319900242,399.1330600938794,Running,5244.128139738433,0
2024-01-01 23:00:00,M1,63.52460613968192,144662.33542872863,2.1989635249734043,254.57805609925785,358.38370375079296,Running,5004.57657546918,0
2024-01-02 00:00:00,M1,68.32107650354936,150121.09728336378,2.904653174866555,245.0306797488202,540.6990430098871,Idle,4904.142802107122,1
2024-01-02 01:00:00,M3,78.34510762644696,157061.10277707715,1.8909770523038132,248.1743102562046,506.43087252024833,Maintenance,4705.172312913634,1
2024-01-02 02:00:00,M3,68.70204324318198,149601.79304377144,1.5761830356904576,240.10042207447987,488.7171809643874,Maintenance,4922.149815286607,0
2024-01-02 03:00:00,M2,62.48428523440947,152261.85898124866,1.6739555557034698,249.64992389993765,569.4512181481381,Running,5476.2890775352225,0
2024-01-02 04:00:00,M4,68.77128467957027,144688.0323592656,1.4551834813288058,241.88999136371154,531.8662341511537,Running,4571.102499247777,1
2024-01-02 05:00:00,M4,68.63638215126164,152141.53548603825,1.6076190459361483,238.85953549838007,580.8150021360958,Maintenance,4873.66831979349,0
2024-01-02 06:00:00,M3,56.515566785292144,149064.27867497725,1.8147459507049855,252.5866114785539,430.3632263916502,Idle,5358.556794008442,1
2024-01-02 07:00:00,M4,69.72852566741093,154928.6499783993,1.2972164904106789,252.1273977585766,498.27246880230183,Running,5249.794609413904,1
2024-01-02 08:00:00,M4,68.84532734895662,155936.93025782375,2.0078091669748015,257.8287373494857,419.16433125259925,Maintenance,4885.874866343744,1
2024-01-02 09:00:00,M1,73.48103182406709,162947.81821009307,2.4511385868933235,245.688744304249,488.5308834072266,Maintenance,5040.719019387061,1
2024-01-02 10:00:00,M3,79.24478047472672,152898.16586606787,1.5461219099265398,254.08052846836756,487.5692073116661,Idle,5092.5874809388815,1
2024-01-02 11:00:00,M5,75.63282514773879,151628.98158291084,2.7596419618208845,255.50797572273663,531.3306818631536,Idle,5026.7677163614535,1
2024-01-02 12:00:00,M3,68.65555654722584,150971.92150788667,2.2553960442637973,254.44773807831595,502.27819405709494,Running,5356.890041921835,0
2024-01-02 13:00:00,M5,64.46737045629165,148234.16853594655,2.5152902928120286,241.7434631719786,531.1703569139958,Running,5067.9508410915905,0
2024-01-02 14:00:00,M1,82.8667990162493,151692.41921730846,1.6710827230739316,251.4936348227119,535.1720066569447,Running,5227.103258192607,0
2024-01-02 15:00:00,M2,70.29609217007244,148522.99294930484,2.427262613533308,253.6414029605466,607.746433869157,Maintenance,5036.319753819123,1
2024-01-02 16:00:00,M4,70.06964645956474,150842.30488134807,1.4540330498023435,250.07178466907942,484.2351672356938,Running,4593.522237454707,0
2024-01-02 17:00:00,M1,69.87937456444999,156587.9876780398,2.4451237504182544,229.13522341628916,452.94886496668107,Maintenance,4761.517449328703,1
2024-01-02 18:00:00,M4,70.99042380383928,144967.2871736018,2.0859196698967657,251.6048962397348,512.3041807658204,Running,4803.024430138795,1
2024-01-02 19:00:00,M2,69.27819794038028,155699.3928056452,2.276625609992392,272.1253103939724,459.88599864302284,Idle,4950.142828544799,1
2024-01-02 20:00:00,M2,67.13168996559882,156585.57533669932,1.412202697187574,246.39960731243016,574.0980384218268,Idle,5415.682847802878,1
2024-01-02 21:00:00,M1,67.26570529379804,149409.6573650446,1.5524650788616976,242.71922902144678,485.8390980527384,Maintenance,5072.4822925750905,0
2024-01-02 22:00:00,M2,69.83623364892001,139390.72550495702,2.2986141091266923,253.73348559711397,471.7211816063005,Idle,4978.842379587047,0
2024-01-02 23:00:00,M5,67.28287614433117,146960.89006452783,1.5258259978878996,253.1237821046657,476.4342139424441,Maintenance,5247.711599231129,0
2024-01-03 00:00:00,M2,66.43577108661418,156484.97273280556,2.2316031460495616,261.92735165416417,535.9208711735821,Maintenance,4709.62326489965,1
2024-01-03 01:00:00,M4,70.53215113845948,149885.65968850558,1.3164310967698771,237.42131844091114,492.11265083842574,Idle,4902.060965970352,0
2024-01-03 02:00:00,M4,68.72511391289572,145003.48883852546,2.4240871063333342,257.3138025257499,467.9166589934809,Maintenance,4872.534269211992,0
2024-01-03 03:00:00,M4,77.51996494291345,147476.1253938589,1.3837383426157455,255.90422061251462,583.2675958811766,Idle,5079.608311893628,0
2024-01-03 04:00:00,M4,56.74515095803494,154203.10013252276,2.2761499688397615,248.57853463059453,457.19150796691247,Running,5179.167258470793,1
2024-01-03 05:00:00,M5,75.45753425961232,152733.66784100689,2.3128154668230003,253.3868731792169,501.7783037016497,Running,5094.297110405446,0
2024-01-03 06:00:00,M3,76.23042596248814,148805.33950415152,1.6516140907852126,260.2945748159836,532.6153075805115,Idle,5097.463296643782,1
2024-01-03 07:00:00,M1,59.63304883795925,148165.87794092656,2.2910132835423633,258.7231538002845,418.4332444791463,Idle,4927.778176156411,0
2024-01-03 08:00:00,M4,68.28656202959826,148041.2092547809,2.130221131666778,238.56980687926273,524.0130250702963,Idle,5064.151971623228,1
2024-01-03 09:00:00,M2,68.14279567002104,145387.94907750748,1.730579071903631,258.20158186755486,447.24461622597755,Idle,4832.032425843922,0
2024-01-03 10:00:00,M4,62.96244152641089,158076.8784473472,1.4957226579618959,249.35311394967482,541.1391390417001,Running,5134.82778700156,0
2024-01-03 11:00:00,M2,66.11091656204562,148388.3976539433,1.0186871541637106,250.72874098015515,451.8674494040512,Maintenance,4899.879399067336,0
2024-01-03 12:00:00,M2,64.44712077267086,156085.7926041275,2.1748250236498468,250.73196991001694,534.6384515924431,Maintenance,4775.698087939925,1
2024-01-03 13:00:00,M4,78.76135221711812,157606.58025961227,1.2175986143189723,248.4975701120174,555.2916533147356,Running,5007.563887166417,0
2024-01-03 14:00:00,M5,74.6783919657373,154991.5544907398,2.047672099720654,261.91707497107063,543.0718262816403,Maintenance,4617.3767671310625,0
2024-01-03 15:00:00,M2,76.3577754749708,147841.89843640977,1.8682758919588753,249.16282040150787,512.5658324119051,Running,5294.874014399202,1
2024-01-03 16:00:00,M2,73.60836032021618,152018.65045168306,2.3395713877190976,238.8045387161683,488.43495285351503,Maintenance,5159.41979938234,1
2024-01-03 17:00:00,M4,64.35474114391386,149879.02196804542,1.8489772502550679,246.0647014403027,471.1790211832578,Idle,5067.39397004956,1
2024-01-03 18:00:00,M2,67.37739866860113,145481.49069634936,1.8352761068264543,251.78694716810475,573.5517345408553,Idle,4675.26305092105,1
2024-01-03 19:00:00,M2,72.4468728061396,151621.796408608,2.365935352144148,262.2921478429705,465.0252389916178,Idle,4859.961963385317,0
2024-01-03 20:00:00,M4,63.88936095554027,144104.80104420098,2.1675290145420587,256.0309468494883,448.1466963215002,Running,5008.11168697437,0
2024-01-03 21:00:00,M4,73.56499215086194,155938.39694230782,2.1580779785913893,241.49464721252957,533.2684467516415,Running,4947.379045794958,1
2024-01-03 22:00:00,M1,68.79837300920933,147676.91351350804,2.234633794904263,274.85189916678894,460.1931598406752,Maintenance,4662.287006910506,0
2024-01-03 23:00:00,M5,68.12589596225202,151005.7982793642,1.232213938396447,252.64775310977979,452.49682512669364,Maintenance,4736.7141988927715,1
2024-01-04 00:00:00,M5,73.55479984101746,151416.4393577307,2.378394339993491,262.75390737999015,427.81978689151174,Maintenance,4943.381120617284,0
2024-01-04 01:00:00,M2,72.2213165574302,148705.47513147962,2.306234397006801,248.4828556642277,475.85450802697414,Running,4743.342120283233,1
2024-01-04 02:00:00,M5,68.1951691709046,152933.46900737638,1.4916584357117513,255.33359244705449,495.86424880517535,Maintenance,5274.277464776653,0
2024-01-04 03:00:00,M2,75.79664901682123,147625.48171688739,1.8779597631628993,258.394685045184,512.1545863830349,Idle,5098.907671881167,1
2024-01-04 04:00:00,M1,64.59468336200051,154356.48648728622,1.9803463561861845,262.18194711754256,547.5653122149741,Maintenance,4839.307178152194,1
2024-01-04 05:00:00,M4,73.07967803472133,143270.10159876625,1.9327516077991336,260.57368305378225,526.3448961832897,Idle,5233.830965603142,0
